Latitude (decimal degrees):	53.368
Longitude (decimal degrees):	7.183
Elevation (m):	3
Radiation database:	PVGIS-SARAH3


Slope: 0 deg. 
Azimuth: 0 deg. 
time,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20230724:0311,0.0,0.0,0.0,0.0,16.56,4.55,0.0
20230724:0411,0.0,3.0,0.0,3.8,16.46,4.34,0.0
20230724:0511,0.0,21.0,0.0,12.03,16.77,4.21,0.0
20230724:0611,0.0,92.0,0.0,20.78,17.29,5.24,0.0
20230724:0711,72.0,228.0,0.0,29.71,17.73,5.1,0.0
20230724:0811,106.0,294.0,0.0,38.42,18.56,4.55,0.0
20230724:0911,0.0,199.0,0.0,46.33,19.59,4.28,0.0
20230724:1011,77.0,385.0,0.0,52.62,20.21,5.79,0.0
20230724:1111,22.0,357.0,0.0,56.14,21.39,6.34,0.0
20230724:1211,0.0,146.0,0.0,55.92,21.43,5.45,0.0
20230724:1311,1.0,262.0,0.0,52.02,20.02,3.93,0.0
20230724:1411,0.0,151.0,0.0,45.48,18.81,3.45,0.0
20230724:1511,0.0,116.0,0.0,37.44,18.17,4.07,0.0
20230724:1611,14.0,195.0,0.0,28.68,17.82,4.62,0.0
20230724:1711,1.0,99.0,0.0,19.75,17.29,4.62,0.0
20230724:1811,34.0,77.0,0.0,11.04,16.65,5.17,0.0
20230724:1911,0.0,6.0,0.0,2.9,15.4,5.24,0.0
20230724:2011,0.0,0.0,0.0,0.0,14.9,4.76,0.0
20230724:2111,0.0,0.0,0.0,0.0,14.57,4.21,0.0
20230724:2211,0.0,0.0,0.0,0.0,13.83,3.17,0.0
20230724:2311,0.0,0.0,0.0,0.0,13.15,3.17,0.0
20230725:0011,0.0,0.0,0.0,0.0,12.67,3.03,0.0
20230725:0111,0.0,0.0,0.0,0.0,12.28,3.03,0.0
20230725:0211,0.0,0.0,0.0,0.0,12.08,2.97,0.0
20230725:0311,0.0,0.0,0.0,0.0,12.18,2.9,0.0
20230725:0411,0.0,3.0,0.0,3.62,12.18,2.9,0.0
20230725:0511,9.0,78.0,0.0,11.85,13.01,3.31,0.0
20230725:0611,113.0,143.0,0.0,20.61,14.24,3.31,0.0
20230725:0711,312.0,134.0,0.0,29.55,15.5,4.07,0.0
20230725:0811,196.0,275.0,0.0,38.25,16.12,4.48,0.0
20230725:0911,314.0,291.0,0.0,46.15,16.48,4.76,0.0
20230725:1011,222.0,374.0,0.0,52.43,16.94,4.69,0.0
20230725:1111,262.0,384.0,0.0,55.93,17.1,4.9,0.0
20230725:1211,439.01,301.0,0.0,55.71,17.28,5.31,0.0
20230725:1311,631.01,159.0,0.0,51.82,17.65,5.59,0.0
20230725:1411,255.0,311.0,0.0,45.31,17.31,5.52,0.0
20230725:1511,368.0,183.0,0.0,37.27,17.41,5.66,0.0
20230725:1611,14.0,195.0,0.0,28.52,17.18,5.66,0.0
20230725:1711,53.0,149.0,0.0,19.59,16.52,5.38,0.0
20230725:1811,4.0,66.0,0.0,10.87,15.82,4.41,0.0
20230725:1911,0.0,3.0,0.0,2.73,14.95,3.66,0.0
20230725:2011,0.0,0.0,0.0,0.0,13.49,3.38,0.0
20230725:2111,0.0,0.0,0.0,0.0,13.19,3.59,0.0
20230725:2211,0.0,0.0,0.0,0.0,13.03,3.59,0.0
20230725:2311,0.0,0.0,0.0,0.0,12.28,3.59,0.0
20230726:0011,0.0,0.0,0.0,0.0,12.23,3.86,0.0
20230726:0111,0.0,0.0,0.0,0.0,12.14,3.79,0.0
20230726:0211,0.0,0.0,0.0,0.0,11.62,3.59,0.0
20230726:0311,0.0,0.0,0.0,0.0,11.41,3.45,0.0
20230726:0411,1.0,13.82,0.0,3.44,11.44,3.38,0.0
20230726:0511,0.0,47.0,0.0,11.68,12.07,3.45,0.0
20230726:0611,0.0,64.0,0.0,20.44,12.91,3.59,0.0
20230726:0711,31.0,218.0,0.0,29.38,13.84,3.59,0.0
20230726:0811,414.0,161.0,0.0,38.07,14.89,3.79,0.0
20230726:0911,163.0,343.0,0.0,45.96,16.15,3.93,0.0
20230726:1011,69.0,382.0,0.0,52.22,16.85,4.41,0.0
20230726:1111,0.0,126.0,0.0,55.72,17.48,4.83,0.0
20230726:1211,153.0,407.0,0.0,55.49,16.53,5.17,0.0
20230726:1311,517.01,224.0,0.0,51.62,17.4,4.83,0.0
20230726:1411,0.0,147.0,0.0,45.12,18.15,4.97,0.0
20230726:1511,97.0,288.0,0.0,37.1,17.91,4.97,0.0
20230726:1611,9.0,186.0,0.0,28.36,18.19,5.38,0.0
20230726:1711,89.0,140.0,0.0,19.42,17.68,4.76,0.0
20230726:1811,64.0,65.0,0.0,10.7,17.09,3.86,0.0
20230726:1911,0.0,6.0,0.0,2.55,16.32,3.03,0.0
20230726:2011,0.0,0.0,0.0,0.0,14.9,2.83,0.0
20230726:2111,0.0,0.0,0.0,0.0,13.6,2.76,0.0
20230726:2211,0.0,0.0,0.0,0.0,12.67,3.24,0.0
20230726:2311,0.0,0.0,0.0,0.0,12.31,3.03,0.0
20230727:0011,0.0,0.0,0.0,0.0,11.98,2.83,0.0
20230727:0111,0.0,0.0,0.0,0.0,11.98,2.97,0.0
20230727:0211,0.0,0.0,0.0,0.0,12.27,3.03,0.0
20230727:0311,0.0,0.0,0.0,0.0,12.39,3.17,0.0
20230727:0411,3.0,15.36,0.0,3.26,12.64,3.59,0.0
20230727:0511,0.0,18.0,0.0,11.5,13.11,3.52,0.0
20230727:0611,0.0,70.0,0.0,20.27,13.39,3.52,0.0
20230727:0711,11.0,191.0,0.0,29.2,13.87,3.79,0.0
20230727:0811,1.0,200.0,0.0,37.89,14.34,3.93,0.0
20230727:0911,0.0,218.0,0.0,45.77,14.61,4.0,0.0
20230727:1011,0.0,165.0,0.0,52.02,15.64,4.21,0.0
20230727:1111,0.0,150.0,0.0,55.5,15.78,4.14,0.0
20230727:1211,0.0,163.0,0.0,55.28,16.02,3.66,0.0
20230727:1311,0.0,143.0,0.0,51.42,16.07,3.31,0.0
20230727:1411,0.0,145.0,0.0,44.93,16.05,3.17,0.0
20230727:1511,0.0,147.0,0.0,36.92,16.37,2.83,0.0
20230727:1611,0.0,81.0,0.0,28.18,16.79,2.69,0.0
20230727:1711,7.0,120.0,0.0,19.25,17.21,2.48,0.0
20230727:1811,0.0,21.0,0.0,10.53,17.53,2.28,0.0
20230727:1911,0.0,1.0,0.0,2.36,17.51,2.69,0.0
20230727:2011,0.0,0.0,0.0,0.0,17.53,2.97,0.0
20230727:2111,0.0,0.0,0.0,0.0,17.6,3.24,0.0
20230727:2211,0.0,0.0,0.0,0.0,17.54,3.66,0.0
20230727:2311,0.0,0.0,0.0,0.0,17.42,4.07,0.0
20230728:0011,0.0,0.0,0.0,0.0,17.26,3.45,0.0
20230728:0111,0.0,0.0,0.0,0.0,17.12,3.45,0.0
20230728:0211,0.0,0.0,0.0,0.0,17.05,3.59,0.0
20230728:0311,0.0,0.0,0.0,0.0,16.95,3.31,0.0
20230728:0411,0.0,6.0,0.0,3.07,17.01,3.17,0.0
20230728:0511,0.0,31.0,0.0,11.32,17.12,3.52,0.0
20230728:0611,0.0,69.0,0.0,20.1,17.61,3.72,0.0
20230728:0711,3.0,167.0,0.0,29.03,18.28,3.52,0.0
20230728:0811,26.0,266.0,0.0,37.71,18.67,3.52,0.0
20230728:0911,26.0,311.0,0.0,45.58,19.41,3.93,0.0
20230728:1011,1.0,255.0,0.0,51.8,20.89,4.0,0.0
20230728:1111,102.0,401.0,0.0,55.27,21.48,4.21,0.0
20230728:1211,250.0,373.0,0.0,55.05,22.1,3.72,0.0
20230728:1311,360.0,299.0,0.0,51.21,22.55,3.79,0.0
20230728:1411,248.0,301.0,0.0,44.74,22.86,3.59,0.0
20230728:1511,261.0,227.0,0.0,36.74,22.65,3.38,0.0
20230728:1611,262.0,141.0,0.0,28.01,22.48,3.1,0.0
20230728:1711,142.0,111.0,0.0,19.07,22.5,2.62,0.0
20230728:1811,7.0,65.0,0.0,10.34,21.64,1.45,0.0
20230728:1911,0.0,7.0,0.0,2.17,20.02,1.86,0.0
20230728:2011,0.0,0.0,0.0,0.0,18.22,1.52,0.0
20230728:2111,0.0,0.0,0.0,0.0,18.52,1.38,0.0
20230728:2211,0.0,0.0,0.0,0.0,17.31,1.17,0.0
20230728:2311,0.0,0.0,0.0,0.0,17.27,1.79,0.0
20230729:0011,0.0,0.0,0.0,0.0,16.91,2.41,0.0
20230729:0111,0.0,0.0,0.0,0.0,16.72,3.03,0.0
20230729:0211,0.0,0.0,0.0,0.0,16.74,3.17,0.0
20230729:0311,0.0,0.0,0.0,0.0,16.68,2.97,0.0
20230729:0411,1.0,10.83,0.0,2.88,16.46,2.97,0.0
20230729:0511,0.0,21.0,0.0,11.14,16.75,3.17,0.0
20230729:0611,0.0,74.0,0.0,19.92,17.47,4.34,0.0
20230729:0711,30.0,211.0,0.0,28.85,17.97,4.41,0.0
20230729:0811,54.0,283.0,0.0,37.52,18.63,4.21,0.0
20230729:0911,66.0,339.0,0.0,45.38,19.82,4.28,0.0
20230729:1011,0.0,223.0,0.0,51.59,20.7,5.24,0.0
20230729:1111,490.01,260.0,0.0,55.04,21.31,6.0,0.0
20230729:1211,0.0,130.0,0.0,54.82,21.69,6.76,0.0
20230729:1311,0.0,217.0,0.0,50.99,22.11,6.34,0.0
20230729:1411,55.0,330.0,0.0,44.54,21.33,5.59,0.0
20230729:1511,381.0,162.0,0.0,36.55,21.07,5.1,0.0
20230729:1611,228.0,159.0,0.0,27.82,21.45,4.76,0.0
20230729:1711,159.0,102.0,0.0,18.89,20.9,4.21,0.0
20230729:1811,11.0,66.0,0.0,10.15,19.69,2.83,0.0
20230729:1911,0.0,8.0,0.0,1.97,18.63,2.21,0.0
20230729:2011,0.0,0.0,0.0,0.0,17.07,2.0,0.0
20230729:2111,0.0,0.0,0.0,0.0,16.13,2.28,0.0
20230729:2211,0.0,0.0,0.0,0.0,15.36,2.9,0.0
20230729:2311,0.0,0.0,0.0,0.0,15.12,3.31,0.0
20230730:0011,0.0,0.0,0.0,0.0,14.92,3.52,0.0
20230730:0111,0.0,0.0,0.0,0.0,14.8,3.52,0.0
20230730:0211,0.0,0.0,0.0,0.0,14.65,3.86,0.0
20230730:0311,0.0,0.0,0.0,0.0,14.42,4.21,0.0
20230730:0411,0.0,2.0,0.0,2.69,14.24,4.34,0.0
20230730:0511,2.0,60.0,0.0,10.96,15.13,4.83,0.0
20230730:0611,2.0,111.0,0.0,19.74,16.06,4.69,0.0
20230730:0711,0.0,114.0,0.0,28.67,16.66,5.66,0.0
20230730:0811,223.0,255.0,0.0,37.34,17.57,6.21,0.0
20230730:0911,0.0,140.0,0.0,45.18,18.18,6.48,0.0
20230730:1011,0.0,118.0,0.0,51.37,17.84,6.14,0.0
20230730:1111,291.0,363.0,0.0,54.81,18.3,6.21,0.0
20230730:1211,242.0,380.0,0.0,54.58,19.03,5.93,0.0
20230730:1311,137.0,381.0,0.0,50.77,17.12,5.66,0.0
20230730:1411,148.0,336.0,0.0,44.33,18.02,6.14,0.0
20230730:1511,51.0,277.0,0.0,36.36,18.09,5.79,0.0
20230730:1611,91.0,213.0,0.0,27.63,18.29,6.28,0.0
20230730:1711,13.0,129.0,0.0,18.7,18.11,6.62,0.0
20230730:1811,49.0,64.0,0.0,9.96,17.71,5.03,0.0
20230730:1911,0.0,1.0,0.0,1.77,17.01,4.48,0.0
20230730:2011,0.0,0.0,0.0,0.0,16.33,4.34,0.0
20230730:2111,0.0,0.0,0.0,0.0,15.93,4.97,0.0
20230730:2211,0.0,0.0,0.0,0.0,15.32,5.52,0.0
20230730:2311,0.0,0.0,0.0,0.0,15.05,4.83,0.0
20230731:0011,0.0,0.0,0.0,0.0,14.95,4.76,0.0
20230731:0111,0.0,0.0,0.0,0.0,14.98,4.48,0.0
20230731:0211,0.0,0.0,0.0,0.0,15.06,4.55,0.0
20230731:0311,0.0,0.0,0.0,0.0,15.34,4.41,0.0
20230731:0411,0.0,3.0,0.0,2.49,15.38,4.28,0.0
20230731:0511,0.0,12.0,0.0,10.77,15.73,4.0,0.0
20230731:0611,0.0,25.0,0.0,19.55,15.8,4.55,0.0
20230731:0711,0.0,124.0,0.0,28.48,15.93,4.62,0.0
20230731:0811,0.0,162.0,0.0,37.14,16.1,5.72,0.0
20230731:0911,25.0,307.0,0.0,44.97,16.26,5.86,0.0
20230731:1011,2.0,268.0,0.0,51.14,16.45,5.38,0.0
20230731:1111,0.0,205.0,0.0,54.57,17.25,6.48,0.0
20230731:1211,0.0,227.0,0.0,54.34,17.67,6.14,0.0
20230731:1311,0.0,197.0,0.0,50.54,18.37,5.31,0.0
20230731:1411,7.0,263.0,0.0,44.12,18.35,7.17,0.0
20230731:1511,1.0,190.0,0.0,36.15,18.47,6.41,0.0
20230731:1611,0.0,89.0,0.0,27.44,18.29,5.17,0.0
20230731:1711,0.0,47.0,0.0,18.5,17.9,5.38,0.0
20230731:1811,0.0,18.0,0.0,9.76,17.6,4.14,0.0
20230731:1911,0.0,1.0,0.0,1.56,17.36,4.07,0.0
20230731:2011,0.0,0.0,0.0,0.0,17.0,4.0,0.0
20230731:2111,0.0,0.0,0.0,0.0,16.66,5.38,0.0
20230731:2211,0.0,0.0,0.0,0.0,16.33,4.83,0.0
20230731:2311,0.0,0.0,0.0,0.0,16.13,4.21,0.0
20230801:0011,0.0,0.0,0.0,0.0,16.0,4.14,0.0
20230801:0111,0.0,0.0,0.0,0.0,15.61,4.41,0.0
20230801:0211,0.0,0.0,0.0,0.0,15.35,4.48,0.0
20230801:0311,0.0,0.0,0.0,0.0,14.97,4.14,0.0
20230801:0411,0.0,1.0,0.0,2.29,14.83,4.41,0.0
20230801:0511,37.0,72.0,0.0,10.58,15.35,4.76,0.0
20230801:0611,0.0,25.0,0.0,19.37,15.57,4.83,0.0
20230801:0711,48.0,215.0,0.0,28.3,16.06,6.34,0.0
20230801:0811,39.0,273.0,0.0,36.95,16.16,7.03,0.0
20230801:0911,34.0,318.0,0.0,44.76,16.71,6.55,0.0
20230801:1011,0.0,167.0,0.0,50.92,15.95,6.07,0.0
20230801:1111,126.0,399.0,0.0,54.32,17.48,5.1,0.0
20230801:1211,117.0,398.0,0.0,54.09,19.12,5.38,0.0
20230801:1311,0.0,165.0,0.0,50.3,17.51,7.45,0.0
20230801:1411,2.0,236.0,0.0,43.9,18.14,6.69,0.0
20230801:1511,0.0,103.0,0.0,35.95,17.97,6.69,0.0
20230801:1611,47.0,208.0,0.0,27.24,18.13,7.31,0.0
20230801:1711,154.0,98.0,0.0,18.3,17.66,6.83,0.0
20230801:1811,26.0,65.0,0.0,9.55,17.34,6.21,0.0
20230801:1911,0.0,1.0,0.0,1.35,16.67,5.59,0.0
20230801:2011,0.0,0.0,0.0,0.0,15.93,5.59,0.0
20230801:2111,0.0,0.0,0.0,0.0,15.55,5.38,0.0
20230801:2211,0.0,0.0,0.0,0.0,15.44,5.86,0.0
20230801:2311,0.0,0.0,0.0,0.0,15.25,5.24,0.0
20230802:0011,0.0,0.0,0.0,0.0,14.99,4.9,0.0
20230802:0111,0.0,0.0,0.0,0.0,14.88,4.0,0.0
20230802:0211,0.0,0.0,0.0,0.0,14.65,4.55,0.0
20230802:0311,0.0,0.0,0.0,0.0,14.43,3.52,0.0
20230802:0411,0.0,1.0,0.0,2.09,14.16,3.38,0.0
20230802:0511,0.0,19.0,0.0,10.38,14.3,3.59,0.0
20230802:0611,63.0,141.0,0.0,19.18,14.99,4.28,0.0
20230802:0711,3.0,158.0,0.0,28.11,15.82,5.03,0.0
20230802:0811,0.0,137.0,0.0,36.75,16.41,4.97,0.0
20230802:0911,0.0,94.0,0.0,44.55,16.41,4.76,0.0
20230802:1011,0.0,150.0,0.0,50.68,16.28,5.45,0.0
20230802:1111,0.0,167.0,0.0,54.07,16.34,6.34,0.0
20230802:1211,0.0,155.0,0.0,53.84,16.54,6.28,0.0
20230802:1311,52.0,360.0,0.0,50.06,17.12,5.93,0.0
20230802:1411,101.0,332.0,0.0,43.67,18.74,5.59,0.0
20230802:1511,0.0,65.0,0.0,35.74,19.45,4.0,0.0
20230802:1611,287.0,117.0,0.0,27.03,19.66,4.83,0.0
20230802:1711,19.0,129.0,0.0,18.1,17.53,4.21,0.0
20230802:1811,9.0,60.0,0.0,9.34,17.52,3.93,0.0
20230802:1911,0.0,0.0,0.0,0.0,17.09,3.38,0.0
20230802:2011,0.0,0.0,0.0,0.0,16.41,4.48,0.0
20230802:2111,0.0,0.0,0.0,0.0,15.94,4.62,0.0
20230802:2211,0.0,0.0,0.0,0.0,15.62,3.52,0.0
20230802:2311,0.0,0.0,0.0,0.0,15.67,4.55,0.0
20230803:0011,0.0,0.0,0.0,0.0,15.91,4.9,0.0
20230803:0111,0.0,0.0,0.0,0.0,15.9,4.0,0.0
20230803:0211,0.0,0.0,0.0,0.0,15.82,3.86,0.0
20230803:0311,0.0,0.0,0.0,0.0,15.7,3.86,0.0
20230803:0411,0.0,1.0,0.0,1.88,15.51,4.0,0.0
20230803:0511,4.0,58.0,0.0,10.19,15.53,4.28,0.0
20230803:0611,0.0,65.0,0.0,18.99,15.91,4.41,0.0
20230803:0711,119.0,205.0,0.0,27.92,16.73,4.0,0.0
20230803:0811,434.0,130.0,0.0,36.56,17.98,3.72,0.0
20230803:0911,404.0,222.0,0.0,44.34,19.12,4.34,0.0
20230803:1011,198.0,362.0,0.0,50.45,19.81,4.55,0.0
20230803:1111,167.0,391.0,0.0,53.82,19.98,5.1,0.0
20230803:1211,416.01,290.0,0.0,53.59,19.33,5.79,0.0
20230803:1311,379.0,281.0,0.0,49.82,19.51,5.72,0.0
20230803:1411,59.0,324.0,0.0,43.44,20.03,6.07,0.0
20230803:1511,22.0,250.0,0.0,35.52,19.26,7.24,0.0
20230803:1611,13.0,181.0,0.0,26.82,19.03,6.9,0.0
20230803:1711,21.0,128.0,0.0,17.88,18.78,6.28,0.0
20230803:1811,52.0,55.0,0.0,9.13,18.18,5.72,0.0
20230803:1911,0.0,0.0,0.0,0.0,17.55,5.1,0.0
20230803:2011,0.0,0.0,0.0,0.0,16.69,4.48,0.0
20230803:2111,0.0,0.0,0.0,0.0,16.3,4.14,0.0
20230803:2211,0.0,0.0,0.0,0.0,15.98,4.14,0.0
20230803:2311,0.0,0.0,0.0,0.0,15.71,3.52,0.0
20230804:0011,0.0,0.0,0.0,0.0,15.39,3.45,0.0
20230804:0111,0.0,0.0,0.0,0.0,14.96,3.31,0.0
20230804:0211,0.0,0.0,0.0,0.0,14.77,2.97,0.0
20230804:0311,0.0,0.0,0.0,0.0,14.86,2.97,0.0
20230804:0411,0.0,1.0,0.0,1.68,14.9,2.97,0.0
20230804:0511,0.0,27.0,0.0,9.99,15.14,3.17,0.0
20230804:0611,7.0,118.0,0.0,18.8,15.69,3.03,0.0
20230804:0711,2.0,151.0,0.0,27.72,16.32,3.72,0.0
20230804:0811,30.0,264.0,0.0,36.35,17.2,3.93,0.0
20230804:0911,63.0,332.0,0.0,44.12,17.97,4.14,0.0
20230804:1011,362.0,296.0,0.0,50.21,18.63,3.45,0.0
20230804:1111,219.0,379.0,0.0,53.56,18.81,4.48,0.0
20230804:1211,200.0,384.0,0.0,53.32,18.48,3.93,0.0
20230804:1311,264.0,336.0,0.0,49.57,18.84,4.0,0.0
20230804:1411,75.0,330.0,0.0,43.21,18.75,4.62,0.0
20230804:1511,200.0,245.0,0.0,35.29,18.54,4.9,0.0
20230804:1611,40.0,202.0,0.0,26.6,18.22,4.62,0.0
20230804:1711,78.0,126.0,0.0,17.67,17.97,4.21,0.0
20230804:1811,12.0,60.0,0.0,8.9,17.3,3.59,0.0
20230804:1911,0.0,0.0,0.0,0.0,16.52,2.55,0.0
20230804:2011,0.0,0.0,0.0,0.0,15.41,2.07,0.0
20230804:2111,0.0,0.0,0.0,0.0,13.75,1.72,0.0
20230804:2211,0.0,0.0,0.0,0.0,13.21,1.52,0.0
20230804:2311,0.0,0.0,0.0,0.0,12.81,1.72,0.0
20230805:0011,0.0,0.0,0.0,0.0,12.9,1.59,0.0
20230805:0111,0.0,0.0,0.0,0.0,13.27,1.66,0.0
20230805:0211,0.0,0.0,0.0,0.0,13.15,1.52,0.0
20230805:0311,0.0,0.0,0.0,0.0,12.94,1.66,0.0
20230805:0411,0.0,1.0,0.0,1.47,13.35,1.59,0.0
20230805:0511,57.0,58.0,0.0,9.79,13.18,2.41,0.0
20230805:0611,21.0,133.0,0.0,18.6,14.29,1.86,0.0
20230805:0711,152.0,193.0,0.0,27.53,15.56,2.07,0.0
20230805:0811,191.0,256.0,0.0,36.15,16.51,3.17,0.0
20230805:0911,289.0,281.0,0.0,43.9,17.79,3.79,0.0
20230805:1011,532.01,200.0,0.0,49.97,18.63,3.45,0.0
20230805:1111,130.0,396.0,0.0,53.3,19.31,3.86,0.0
20230805:1211,51.0,378.0,0.0,53.06,19.54,4.48,0.0
20230805:1311,4.0,279.0,0.0,49.31,19.51,5.1,0.0
20230805:1411,1.0,223.0,0.0,42.97,19.14,4.55,0.0
20230805:1511,0.0,141.0,0.0,35.06,19.04,4.0,0.0
20230805:1611,0.0,65.0,0.0,26.38,18.57,3.38,0.0
20230805:1711,0.0,47.0,0.0,17.44,16.28,4.55,0.0
20230805:1811,0.0,17.0,0.0,8.68,14.67,4.21,0.0
20230805:1911,0.0,0.0,0.0,0.0,14.47,2.34,0.0
20230805:2011,0.0,0.0,0.0,0.0,14.07,0.83,0.0
20230805:2111,0.0,0.0,0.0,0.0,13.96,2.14,0.0
20230805:2211,0.0,0.0,0.0,0.0,13.64,3.1,0.0
20230805:2311,0.0,0.0,0.0,0.0,13.38,2.97,0.0
20230806:0011,0.0,0.0,0.0,0.0,12.94,3.31,0.0
20230806:0111,0.0,0.0,0.0,0.0,12.6,3.24,0.0
20230806:0211,0.0,0.0,0.0,0.0,12.62,2.97,0.0
20230806:0311,0.0,0.0,0.0,0.0,12.72,2.62,0.0
20230806:0411,0.0,0.0,0.0,0.0,12.76,2.55,0.0
20230806:0511,12.0,63.0,0.0,9.59,13.01,2.14,0.0
20230806:0611,22.0,133.0,0.0,18.4,13.57,1.93,0.0
20230806:0711,41.0,208.0,0.0,27.33,14.5,1.93,0.0
20230806:0811,194.0,253.0,0.0,35.94,15.74,1.86,0.0
20230806:0911,461.01,186.0,0.0,43.67,16.93,2.07,0.0
20230806:1011,528.01,200.0,0.0,49.72,18.22,1.66,0.0
20230806:1111,349.0,324.0,0.0,53.03,18.98,2.9,0.0
20230806:1211,61.0,382.0,0.0,52.78,19.27,3.45,0.0
20230806:1311,438.01,247.0,0.0,49.05,19.56,4.14,0.0
20230806:1411,327.0,253.0,0.0,42.72,19.99,4.48,0.0
20230806:1511,417.0,127.0,0.0,34.83,18.38,5.17,0.0
20230806:1611,133.0,187.0,0.0,26.15,17.91,4.97,0.0
20230806:1711,62.0,126.0,0.0,17.22,17.27,4.97,0.0
20230806:1811,35.0,55.0,0.0,8.44,16.73,4.97,0.0
20230806:1911,0.0,0.0,0.0,0.0,16.17,4.28,0.0
20230806:2011,0.0,0.0,0.0,0.0,15.37,4.07,0.0
20230806:2111,0.0,0.0,0.0,0.0,15.07,4.07,0.0
20230806:2211,0.0,0.0,0.0,0.0,14.65,3.66,0.0
20230806:2311,0.0,0.0,0.0,0.0,14.45,3.93,0.0
20230807:0011,0.0,0.0,0.0,0.0,14.39,4.0,0.0
20230807:0111,0.0,0.0,0.0,0.0,14.12,4.0,0.0
20230807:0211,0.0,0.0,0.0,0.0,14.37,4.0,0.0
20230807:0311,0.0,0.0,0.0,0.0,14.74,4.14,0.0
20230807:0411,0.0,0.0,0.0,0.0,14.59,4.97,0.0
20230807:0511,57.0,55.0,0.0,9.39,14.88,5.52,0.0
20230807:0611,35.0,136.0,0.0,18.21,15.27,5.31,0.0
20230807:0711,23.0,197.0,0.0,27.13,15.75,5.93,0.0
20230807:0811,308.0,198.0,0.0,35.73,15.88,7.45,0.0
20230807:0911,4.0,252.0,0.0,43.45,15.94,8.97,0.0
20230807:1011,7.0,293.0,0.0,49.47,16.1,8.55,0.0
20230807:1111,3.0,279.0,0.0,52.76,16.37,8.9,0.0
20230807:1211,37.0,364.0,0.0,52.51,16.55,9.38,0.0
20230807:1311,0.0,170.0,0.0,48.78,16.98,9.52,0.0
20230807:1411,220.0,300.0,0.0,42.47,16.93,9.45,0.0
20230807:1511,225.0,230.0,0.0,34.59,16.9,9.59,0.0
20230807:1611,23.0,189.0,0.0,25.91,16.15,8.97,0.0
20230807:1711,21.0,122.0,0.0,16.98,15.89,8.34,0.0
20230807:1811,25.0,55.0,0.0,8.21,15.52,7.52,0.0
20230807:1911,0.0,0.0,0.0,0.0,14.61,6.69,0.0
20230807:2011,0.0,0.0,0.0,0.0,13.79,6.28,0.0
20230807:2111,0.0,0.0,0.0,0.0,13.59,5.93,0.0
20230807:2211,0.0,0.0,0.0,0.0,13.29,5.93,0.0
20230807:2311,0.0,0.0,0.0,0.0,13.51,5.93,0.0
20230808:0011,0.0,0.0,0.0,0.0,13.66,5.45,0.0
20230808:0111,0.0,0.0,0.0,0.0,13.57,5.24,0.0
20230808:0211,0.0,0.0,0.0,0.0,13.66,5.03,0.0
20230808:0311,0.0,0.0,0.0,0.0,13.49,5.03,0.0
20230808:0411,0.0,0.0,0.0,0.0,13.37,5.17,0.0
20230808:0511,69.0,50.0,0.0,9.18,13.38,5.24,0.0
20230808:0611,0.0,67.0,0.0,18.0,14.39,5.72,0.0
20230808:0711,341.0,94.0,0.0,26.93,15.3,5.38,0.0
20230808:0811,5.0,213.0,0.0,35.52,15.81,7.31,0.0
20230808:0911,68.0,332.0,0.0,43.22,16.68,7.72,0.0
20230808:1011,4.0,277.0,0.0,49.21,15.95,8.07,0.0
20230808:1111,576.01,201.0,0.0,52.48,16.95,8.69,0.0
20230808:1211,190.0,384.0,0.0,52.23,17.56,8.62,0.0
20230808:1311,192.0,359.0,0.0,48.51,18.08,8.34,0.0
20230808:1411,88.0,329.0,0.0,42.21,18.1,9.1,0.0
20230808:1511,378.0,150.0,0.0,34.34,17.35,8.28,0.0
20230808:1611,196.0,159.0,0.0,25.67,17.01,7.52,0.0
20230808:1711,83.0,118.0,0.0,16.74,16.72,7.24,0.0
20230808:1811,52.0,45.0,0.0,7.96,15.79,6.48,0.0
20230808:1911,0.0,0.0,0.0,0.0,14.58,5.66,0.0
20230808:2011,0.0,0.0,0.0,0.0,13.44,5.03,0.0
20230808:2111,0.0,0.0,0.0,0.0,12.73,4.69,0.0
20230808:2211,0.0,0.0,0.0,0.0,12.1,4.9,0.0
20230808:2311,0.0,0.0,0.0,0.0,11.57,4.48,0.0
20230809:0011,0.0,0.0,0.0,0.0,11.0,4.21,0.0
20230809:0111,0.0,0.0,0.0,0.0,10.42,3.79,0.0
20230809:0211,0.0,0.0,0.0,0.0,10.25,3.52,0.0
20230809:0311,0.0,0.0,0.0,0.0,10.52,3.59,0.0
20230809:0411,0.0,0.0,0.0,0.0,10.34,3.59,0.0
20230809:0511,57.0,52.0,0.0,8.97,11.01,3.86,0.0
20230809:0611,169.0,88.0,0.0,17.8,12.7,3.86,0.0
20230809:0711,323.0,102.0,0.0,26.72,14.32,3.79,0.0
20230809:0811,430.0,129.0,0.0,35.3,16.44,4.34,0.0
20230809:0911,399.0,223.0,0.0,42.98,17.25,5.17,0.0
20230809:1011,144.0,373.0,0.0,48.96,18.28,5.38,0.0
20230809:1111,126.0,395.0,0.0,52.21,18.85,5.17,0.0
20230809:1211,250.0,365.0,0.0,51.94,19.45,5.86,0.0
20230809:1311,278.0,328.0,0.0,48.23,19.79,5.86,0.0
20230809:1411,316.0,259.0,0.0,41.95,19.36,5.66,0.0
